Source (A)	Source (B)	Source (C)	Source (D)	Source (E)	WC	WPS	Sixltr	Dic	Pronoun	I	We	Self	You	Other	Negate	Assent	Article	Preps	Number	Affect	Posemo	Posfeel	Optim	Negemo	Anx	Anger	Sad	Cogmech	Cause	Insight	Discrep	Inhib	Tentat	Certain	Senses	See	Hear	Feel	Social	Comm	Othref	Friends	Family	Humans	Time	Past	Present	Future	Space	Up	Down	Incl	Excl	Motion	Occup	School	Job	Achieve	Leisure	Home	Sports	TV	Music	Money	Metaph	Relig	Death	Physcal	Body	Sexual	Eating	Sleep	Groom	Swear	Nonfl	Fillers	AllPunc	Period	Comma	Colon	SemiC	QMark	Exclam	Dash	Quote	Apostro	Parenth	OtherP
http://twitter.com/pouvraire/statuses/697803662270267392	screams deutsche bahn	unknown	unknown		3	92.84	50.00	1.00	1.00	3.00	66.67	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	66.67	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33
http://www.berlin.de/aktuelles/berlin/4224371-958092-studie-messen-bringen-berlin-millionen.html	studie messen bringen berlin millionen studie messen bringen berlin millionen berlin dpa bb jeder euro messe umsatz bringt <<<tokennumber>>> <<<tokennumber>>> euro zusätzliche kaufkraft nach berlin das ist das ergebnis einer studie der investitionsbank berlin über wirtschaftliche effekte der messen in berlin di	unknown	unknown		41	94.93	59.64	1.00	25.77	20.50	24.39	17.07	2.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.44	0.00	2.44	0.00	2.44	0.00	0.00	7.32	0.00	0.00	2.44	0.00	2.44	0.00	0.00	0.00	21.95	2.44	2.44	4.88	0.00	0.00	0.00	4.88	0.00	0.00	4.88	2.44
http://tvheute.at/disney-programm/sendung/phineas-und-ferb-kids\_172862187	disney tv programm phineas und ferb kids <<<tokenquote>>> die dampfbrüder operation <<<tokenquote>>> <<<tokenquote>>> picknick <<<tokenquote>>> <<<tokenquote>>> zeichentrickserie usa <<<tokennumber>>> <<<tokennumber>>> es geht wieder auf zeitreise wir befinden uns im <<<tokennumber>>> jahrhundert wo phineas ferb und ihre freunde dampftechnik verwenden um ihre aufgaben im haushalt schneller erledigen zu <<<tokenquote>>>	unknown	unknown		42	78.35	40.60	1.00	25.77	14.00	40.48	19.05	4.76	4.76	4.76	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	7.14	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.38	0.00	2.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	4.76	2.38	0.00	0.00	0.00	2.38	2.38	0.00	0.00	0.00	2.38	0.00	40.48	2.38	9.52	2.38	0.00	0.00	2.38	2.38	14.29	0.00	4.76	2.38
http://twitter.com/02dilemaRD/statuses/600583497380573184	streik der gdl bahn will streik in letzter minute verhindern <<<tokenannoyeddots>>>	unknown	unknown		10	92.84	50.00	43.37	25.77	10.00	20.00	30.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	10.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	20.00	0.00	10.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00	30.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
http://twitter.com/alech/statuses/628593409494810625	<<<tokendbusername>>> bahn hbf nordeingang <<<tokenhyperlink>>>	unknown	unknown		10	92.84	50.00	1.00	25.77	5.00	20.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	10.00	0.00	0.00	0.00	80.00	20.00	10.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	40.00
http://twitter.com/TomBovi/statuses/733429231208779776	wann hört das blocken zwischen spd und cdu mal auf bei der forderung nach dem sbahn knotenpunkt in <<<tokenannoyeddots>>> <<<tokenhyperlink>>>	unknown	unknown		24	96.08	50.00	1.00	25.77	8.00	20.83	12.50	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	4.17	0.00	0.00	4.17	0.00	0.00	0.00	0.00	4.17	0.00	4.17	0.00	0.00	0.00	37.50	16.67	0.00	0.00	0.00	4.17	0.00	8.33	0.00	0.00	0.00	8.33
http://www.goldreporter.de/us-milliardaer-warnt-vor-aktien-und-raet-zu-gold/gold/58327/#comment-171021	hey smarty du besitzt eine abgezahlte wohnung <<<tokenannoyeddots>>> hey smarty du besitzt eine abgezahlte wohnung die du zitat <<<tokenquote>>> wirklich sehr sehr liebst <<<tokenquote>>> und dann noch einen <<<tokennumber>>> jährigen sohn mein rat lebe dein leben behalte deine wohnung und kümmere dich liebevoll um deinen sohn er wird es dir irgendwann sehr danken <<<tokenstrongexclamation>>> kennst du den spruch <<<tokenquote>>> das gras auf der anderen seite des zauns ist immer grüner <<<tokenquote>>> denk mal drüber nach und lass dich nicht aus der bahn schmeissen in diesen wirklich panischen zeiten keep cool and carry on lg <<<tokennumber>>>	unknown	unknown		89	93.87	63.20	1.00	46.47	14.83	19.10	14.61	3.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.25	0.00	0.00	1.12	0.00	3.37	1.12	0.00	0.00	2.25	0.00	1.12	1.12	0.00	0.00	0.00	0.00	3.37	0.00	0.00	1.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.12	0.00	0.00	1.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.37	0.00	3.37	1.12	2.25	0.00	0.00	0.00	1.12	0.00	0.00	1.12	5.62	0.00	0.00	1.12	2.25	0.00	29.21	10.11	6.74	3.37	0.00	1.12	2.25	1.12	2.25	0.00	2.25	0.00
http://www.msn.com/de-de/wetter/topgeschichten/unwetter-bilanz-65255-blitze-in-24-stunden-%c3%bcber-nrw/ar-AAcBBsA	unwetter bilanz <<<tokenhyperlink>>> blitze in <<<tokennumber>>> stunden über nrw mit ausfällen und beeinträchtigungen rechnen umstürzende bäume hatten der bahn zufolge an vielen orten die oberleitungen beschädigt und die schienen blockiert die einsatzkräfte seien mit hochdruck dabei die strecken zu räumen und beschädigte	unknown	unknown		43	96.35	50.00	1.00	25.77	14.33	34.88	13.95	4.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.33	2.33	0.00	0.00	0.00	0.00	9.30	0.00	0.00	0.00	6.98	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.30	0.00	2.33	0.00	2.33	0.00	0.00	0.00	0.00	0.00	0.00	9.30	0.00	0.00	0.00	0.00	0.00	0.00	13.95	6.98	2.33	2.33	0.00	0.00	0.00	2.33	0.00	0.00	0.00	0.00
http://www.facebook.com/307802028230/posts/10153284022388231?comment\_id=10153284078998231#307802028230\_10153284022388231\_10153284078998231	re magdeburger verkehrsbetriebe hallo daniel <<<tokenhyperlink>>> problem an und für sich ist das oft an der haltestelle steht und nicht weiß kommt die bahn bzw der bus noch oder nicht <<<tokenhyperlink>>> betrifft die linie <<<tokennumber>>> linie <<<tokennumber>>> und linie <<<tokennumber>>> <<<tokenhyperlink>>> kommen sie verspätet oder sind schon eher durchgefahren oder fallen aus <<<tokenhyperlink>>> es durch die baumaßnahmen in magdeburg mal dazu kommen kann seh ich ein <<<tokenhyperlink>>> in letzter zeit häufigen sich diese zustände <<<tokenannoyeddots>>>	unknown	unknown		74	96.76	50.00	1.00	9.26	37.00	16.22	12.16	5.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.70	2.70	0.00	0.00	0.00	0.00	4.05	0.00	0.00	0.00	4.05	0.00	1.35	0.00	1.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.35	0.00	0.00	1.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.35	0.00	0.00	0.00	0.00	1.35	1.35	4.05	0.00	4.05	1.35	2.70	0.00	0.00	0.00	0.00	0.00	0.00	4.05	0.00	0.00	0.00	0.00	0.00	0.00	33.78	29.73	2.70	1.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
https://www.dieharke.de/Termine/61e4477564bbeeb970460d418f7d8a82/Seite\_130.html	termine <<<tokenhyperlink>>> <<<tokenhyperlink>>> von <<<tokennumber>>> <<<tokennumber>>> <<<tokennumber>>> <<<tokennumber>>> <<<tokennumber>>> <<<tokennumber>>> <<<tokenannoyeddots>>> termine <<<tokenhyperlink>>> <<<tokenhyperlink>>> von <<<tokennumber>>> <<<tokennumber>>> <<<tokennumber>>> <<<tokennumber>>> <<<tokennumber>>> <<<tokennumber>>> <<<tokennumber>>> <<<tokenhyperlink>>> <<<tokenhyperlink>>> <<<tokennumber>>> <<<tokennumber>>> uhr <<<tokennumber>>> <<<tokennumber>>> uhr ärztlicher notdienst gesundheit und notdienste ärzte krankenhaus stolzenau <<<tokennumber>>> stolzenau <<<tokenhyperlink>>> <<<tokennumber>>> <<<tokennumber>>> uhr <<<tokennumber>>> <<<tokennumber>>> uhr ärztlicher notdienst ge	unknown	unknown		58	92.84	50.00	1.00	25.77	14.50	18.97	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	67.24	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55.17	25.86	0.00	6.90	0.00	0.00	0.00	6.90	6.90	0.00	6.90	1.72
